"subject","activity","frequency_of_body_acceleration_jerk_mean (x_axis)","frequency_of_body_acceleration_jerk_mean (y_axis)","frequency_of_body_acceleration_jerk_mean (z_axis)","frequency_of_body_acceleration_jerk_standard_deviation (x_axis)","frequency_of_body_acceleration_jerk_standard_deviation (y_axis)","frequency_of_body_acceleration_jerk_standard_deviation (z_axis)","frequency_of_body_acceleration_magnitude_mean","frequency_of_body_acceleration_magnitude_standard_deviation","frequency_of_body_acceleration_mean (x_axis)","frequency_of_body_acceleration_mean (y_axis)","frequency_of_body_acceleration_mean (z_axis)","frequency_of_body_acceleration_standard_deviation (x_axis)","frequency_of_body_acceleration_standard_deviation (y_axis)","frequency_of_body_acceleration_standard_deviation (z_axis)","frequency_of_body_body_acceleration_jerk_magnitude_mean","frequency_of_body_body_acceleration_jerk_magnitude_standard_deviation","frequency_of_body_body_gyroscopic_jerk_magnitude_mean","frequency_of_body_body_gyroscopic_jerk_magnitude_standard_deviation","frequency_of_body_body_gyroscopic_magnitude_mean","frequency_of_body_body_gyroscopic_magnitude_standard_deviation","frequency_of_body_gyroscopic_mean (x_axis)","frequency_of_body_gyroscopic_mean (y_axis)","frequency_of_body_gyroscopic_mean (z_axis)","frequency_of_body_gyroscopic_standard_deviation (x_axis)","frequency_of_body_gyroscopic_standard_deviation (y_axis)","frequency_of_body_gyroscopic_standard_deviation (z_axis)","time_of_body_acceleration_jerk_magnitude_mean","time_of_body_acceleration_jerk_magnitude_standard_deviation","time_of_body_acceleration_jerk_mean (x_axis)","time_of_body_acceleration_jerk_mean (y_axis)","time_of_body_acceleration_jerk_mean (z_axis)","time_of_body_acceleration_jerk_standard_deviation (x_axis)","time_of_body_acceleration_jerk_standard_deviation (y_axis)","time_of_body_acceleration_jerk_standard_deviation (z_axis)","time_of_body_acceleration_magnitude_mean","time_of_body_acceleration_magnitude_standard_deviation","time_of_body_acceleration_mean (x_axis)","time_of_body_acceleration_mean (y_axis)","time_of_body_acceleration_mean (z_axis)","time_of_body_acceleration_standard_deviation (x_axis)","time_of_body_acceleration_standard_deviation (y_axis)","time_of_body_acceleration_standard_deviation (z_axis)","time_of_body_gyroscopic_jerk_magnitude_mean","time_of_body_gyroscopic_jerk_magnitude_standard_deviation","time_of_body_gyroscopic_jerk_mean (x_axis)","time_of_body_gyroscopic_jerk_mean (y_axis)","time_of_body_gyroscopic_jerk_mean (z_axis)","time_of_body_gyroscopic_jerk_standard_deviation (x_axis)","time_of_body_gyroscopic_jerk_standard_deviation (y_axis)","time_of_body_gyroscopic_jerk_standard_deviation (z_axis)","time_of_body_gyroscopic_magnitude_mean","time_of_body_gyroscopic_magnitude_standard_deviation","time_of_body_gyroscopic_mean (x_axis)","time_of_body_gyroscopic_mean (y_axis)","time_of_body_gyroscopic_mean (z_axis)","time_of_body_gyroscopic_standard_deviation (x_axis)","time_of_body_gyroscopic_standard_deviation (y_axis)","time_of_body_gyroscopic_standard_deviation (z_axis)","time_of_gravity_acceleration_magnitude_mean","time_of_gravity_acceleration_magnitude_standard_deviation","time_of_gravity_acceleration_mean (x_axis)","time_of_gravity_acceleration_mean (y_axis)","time_of_gravity_acceleration_mean (z_axis)","time_of_gravity_acceleration_standard_deviation (x_axis)","time_of_gravity_acceleration_standard_deviation (y_axis)","time_of_gravity_acceleration_standard_deviation (z_axis)"
7,"WALKING_UPSTAIRS",-0.389995566756863,-0.392759101156863,-0.389425401588235,-0.339273195294118,-0.317765212784314,-0.355393974392157,-0.379183590252941,-0.301180548554902,-0.368029205103922,-0.367261693762745,-0.374606863196078,-0.325885340098039,-0.318731473976471,-0.347648015868627,-0.362669462588235,-0.321684480980392,-0.403329416392157,-0.338448165862745,-0.402857074901961,-0.342616786513726,-0.394616855196078,-0.353650419347059,-0.377855535027451,-0.347870752117647,-0.341208261568627,-0.317092111921569,-0.395195948882353,-0.338654683784314,-0.340783189521569,-0.406909951607843,-0.391180741215686,-0.405055733019608,-0.402723969747059,-0.401045515607843,-0.383521475686274,-0.360906934843137,-0.343131064372549,-0.378688417960784,-0.357044280284314,-0.379884595647059,-0.389598985941176,-0.377390436784314,-0.375508199372549,-0.322784219356863,-0.362932635468627,-0.3347876102,-0.357765680021569,-0.367005712435294,-0.320075660592157,-0.333610356588235,-0.360609297556863,-0.326753921745098,-0.391610029960784,-0.377329389941176,-0.368104830372549,-0.371581571,-0.373256813627451,-0.377084098313725,-0.409372641352941,-0.362100373313725,-0.337692946605882,-0.331405531041176,-0.293783664902549,-0.372596640941176,-0.413405802437255,-0.384255380439216
8,"LAYING",-0.747881234635185,-0.720564404644444,-0.736453532662963,-0.693058186872222,-0.697408570638889,-0.738034726311111,-0.738669366509259,-0.740509175138889,-0.732876742425926,-0.739937856611111,-0.746541225111111,-0.699895080781481,-0.697920963916667,-0.730515310307407,-0.740401592190741,-0.735531771074074,-0.719467721396296,-0.717769918233333,-0.717437793533333,-0.743747891848148,-0.743645305937037,-0.738791197564074,-0.740480711204444,-0.727133736411111,-0.749451357740741,-0.751088998166667,-0.729274650166667,-0.66584545012963,-0.752087930600926,-0.782628220571667,-0.773164033214815,-0.697316089701852,-0.6843845946,-0.674086313564815,-0.72944459562963,-0.664599992962963,-0.738775340486296,-0.77737285475,-0.751339579101852,-0.721173515872222,-0.71730528775,-0.71055370662963,-0.737657177537037,-0.697945275218519,-0.740894607,-0.748074155611111,-0.745573501237037,-0.678459615933333,-0.684357316290741,-0.68223745382037,-0.711578958981481,-0.657961523074074,-0.759793603009259,-0.761448739705556,-0.729315495777778,-0.677491294407407,-0.684434982588889,-0.655147844175926,-0.740144942666667,-0.680941314592593,-0.740761330464815,-0.77058423295,-0.737844111833333,-0.722750270055556,-0.705718201481481,-0.673147867314815
8,"SITTING",-0.648012465375556,-0.661219732086667,-0.6542389160125,-0.775159897911111,-0.793726962791111,-0.792226496058333,-0.619674812751111,-0.772951995622222,-0.666086901068889,-0.683242176288889,-0.662672302619792,-0.790874437102222,-0.799740232322222,-0.781385114629167,-0.612037557284444,-0.789915928,-0.653086324583511,-0.781201153133333,-0.606112695945833,-0.7502459522125,-0.642126634653333,-0.650460212244444,-0.633097082954167,-0.811103913155556,-0.804613565555556,-0.777530362291667,-0.710449521602222,-0.798423596377778,-0.764199090755556,-0.744002298520833,-0.756006782444444,-0.689586168453333,-0.68603146826875,-0.71219921474,-0.717974139324444,-0.771134643495778,-0.787803386266667,-0.741506108291667,-0.770659321488889,-0.642153549466667,-0.650632559089583,-0.672589286104444,-0.685872163627708,-0.799475624320833,-0.7508361924,-0.732157208649167,-0.722135229846667,-0.760224794084444,-0.774813989,-0.776250113406667,-0.710790488131111,-0.808176854584444,-0.761102668577778,-0.76443264454375,-0.749320127497778,-0.719478070686667,-0.744603287391667,-0.753290096157778,-0.697943816720833,-0.764118796114583,-0.768553204488889,-0.748057966125,-0.754610566911111,-0.670700542002222,-0.687234874558333,-0.688261231502222
8,"STANDING",-0.735270892444444,-0.724223653262963,-0.714570340005556,-0.760786981962963,-0.758344409685185,-0.739661116211111,-0.783079556896296,-0.754891315977778,-0.711341980707407,-0.710442464296296,-0.714313535585185,-0.751553606722222,-0.754949087981482,-0.759335866146296,-0.785955164372222,-0.761824988368519,-0.77999564945,-0.743965737333333,-0.784524245,-0.757693560762407,-0.752695188044444,-0.73891791582037,-0.737371738203704,-0.754205284648148,-0.752911959814815,-0.763249430555556,-0.689569675768518,-0.754018855055556,-0.703065159844444,-0.706500821407407,-0.690993826074074,-0.779019712105556,-0.771208203830926,-0.761747758675926,-0.683775161853704,-0.756798912555556,-0.72918062187963,-0.725566781347407,-0.718411222805556,-0.760913434431482,-0.756953689240741,-0.767064530572222,-0.670658822794444,-0.719769901296296,-0.695672049740741,-0.697738819037037,-0.681292582481482,-0.758476825518518,-0.763750354703704,-0.755552817814815,-0.672230262007407,-0.750389203333333,-0.678393906646296,-0.691743274518518,-0.683204944688889,-0.748220832740741,-0.736504747796296,-0.760904756518519,-0.67159630322963,-0.741270104685185,-0.712785847722222,-0.706364192722222,-0.705450607383333,-0.753936849838889,-0.754085739164815,-0.780534720366667
8,"WALKING",-0.184179730291667,-0.190768813664583,-0.183031527020833,-0.135320913522437,-0.145749811708333,-0.126506322297917,-0.136291081989583,-0.126522775447917,-0.170115605152083,-0.159007046395833,-0.149652946047917,-0.119744305786667,-0.137279868645833,-0.14241652536,-0.14749453075,-0.118004707285,-0.147013315252083,-0.158125892291667,-0.154829841460417,-0.1184981723125,-0.166138401122917,-0.171269216020833,-0.172580633333333,-0.1201233243125,-0.125861238,-0.127340199975,-0.162922018416667,-0.129381580770833,-0.19041397025,-0.182343427714583,-0.180832336520833,-0.169981553770833,-0.184780448416667,-0.183111182258125,-0.21373926275,-0.140231932083333,-0.192710475925,-0.18729933840625,-0.153298595891667,-0.1302817615375,-0.15341142455,-0.178062198189583,-0.170900560616667,-0.150244943908333,-0.187252510904167,-0.185283341333333,-0.167727255802083,-0.164030976974583,-0.18288529469375,-0.141022224020833,-0.170469000241667,-0.148120053164583,-0.186191994660208,-0.165752298041667,-0.204638244,-0.173198019370833,-0.195457933139583,-0.15393145163125,-0.15476910035625,-0.161219643854167,-0.159118966245833,-0.1850031817875,-0.172379470041667,-0.14989753886875,-0.131728404589583,-0.169624625479167
8,"WALKING_DOWNSTAIRS",0.0513629634923077,0.0643833828376923,0.0658447901166667,-0.0332468327641026,-0.0410547694974359,-0.0325940815833333,0.0154242553153846,-0.0946512961697436,0.0223720925641026,0.00616686769230769,0.081336692225,-0.0699574830589744,-0.0256209069615385,0.0128659456222222,0.0431989182307692,-0.0580419659538462,0.0348023933717949,-0.0835160704384615,0.0521492909888889,-0.0238465439166667,0.0269563098041026,0.0241611813179487,0.0742612977805556,-0.0669879947282051,-0.0316572229230769,-0.0189037104694444,-0.002108447,-0.0370714590205128,-0.0453783941051282,-0.0124108407277778,-0.0578405761358974,0.0423354399974359,0.0866000671194444,0.0405731543753846,-0.0444424960410256,-0.00834881352820513,-0.0307894719333333,0.00273383394444444,-0.0448898674948718,0.0269080576820513,0.0894895254938889,0.0546186744461538,0.0428351178055556,-0.0587429437416667,-0.062965092025641,-0.03520438345,-0.0757241304897436,-0.0101740913589744,0.0549434338916667,0.00333575151282051,-8.21113589743599e-05,-0.0624260857641026,-0.0192948548461538,0.00265900868333333,-0.027893107025641,0.0778018752666667,0.0897418724777778,-0.017345047974359,0.00105906588055556,-0.0105921696861111,-0.0545496375,0.00591753084722222,-0.0373914401538462,0.0379600949410256,0.0374562234802778,0.0359046175589744
8,"WALKING_UPSTAIRS",-0.150782655309524,-0.147792126051282,-0.161367321335714,-0.169483173154762,-0.160874872435897,-0.153227308952381,-0.163678282404762,-0.14491910432619,-0.168278314071429,-0.157718717897436,-0.133740807825714,-0.17716437302381,-0.20469845225641,-0.193145714240476,-0.141302609671795,-0.106218339910256,-0.145671162452381,-0.131982695238095,-0.18057285272381,-0.136392800738095,-0.177515912880952,-0.166705036805128,-0.171722844547619,-0.133259340295238,-0.119321176148718,-0.125489007342857,-0.147859398238095,-0.152438131095238,-0.119975028512821,-0.122710492869048,-0.0632844474761905,-0.1703144262,-0.166273196328571,-0.153765098433333,-0.0834531943461538,-0.173306715025641,-0.120253628464103,-0.131502533019048,-0.122469527238095,-0.183377377846154,-0.16608145852381,-0.218469964311905,-0.164237521333333,-0.176000306597619,-0.117208422066667,-0.0932887239428571,-0.0755496226904762,-0.172582670497436,-0.13226969197619,-0.139373465738095,-0.150441628974359,-0.131178467997436,-0.074060127325641,-0.062112793547619,-0.116769474788095,-0.159169529615385,-0.171075420352381,-0.179779306278571,-0.107259608571429,-0.159968500428571,-0.0980458831794872,-0.137230564428571,-0.151130997678571,-0.229434726553846,-0.191100454380952,-0.183100797607143
9,"LAYING",-0.7740821794375,-0.768305603960784,-0.783900599843137,-0.664680425829167,-0.642650530770588,-0.67650978625098,-0.785503310520833,-0.652088585427083,-0.778193327208333,-0.753946773617647,-0.768804889705882,-0.688123074458333,-0.674438978301961,-0.686674221070588,-0.73573247445098,-0.642467992441176,-0.75754892825,-0.673811591754167,-0.757752656823529,-0.664722315352941,-0.783507877729167,-0.746484009803922,-0.778995298686274,-0.657851032439583,-0.646033713823529,-0.665562462692157,-0.7744396703125,-0.686411354475,-0.720069337827451,-0.730630427137255,-0.7258207393625,-0.748229314294118,-0.759129591380392,-0.76663663405,-0.766846183896078,-0.670690986939216,-0.681306642639216,-0.694061320701961,-0.69859845555625,-0.736675003921569,-0.758217648294118,-0.763356923464583,-0.771840887990196,-0.706444638596078,-0.734201644029412,-0.745449116554902,-0.792289867604167,-0.74041299544902,-0.751511432482353,-0.727207984895833,-0.763209405623529,-0.695479560176471,-0.716703715666667,-0.733379881558823,-0.731734569125,-0.732546516333333,-0.749859323909804,-0.734090916720833,-0.758227451280392,-0.698642136186274,-0.688586329347059,-0.712687143196078,-0.71295516214625,-0.735659180962745,-0.755818045366667,-0.7535481804375
9,"SITTING",-0.74128311154902,-0.704327954215686,-0.725178314516667,-0.714003415556863,-0.685777359250784,-0.716043277310417,-0.717603025105882,-0.74791567854902,-0.743075377445098,-0.730901183,-0.739063409645833,-0.694849683198039,-0.685622157119608,-0.702120942566667,-0.720356692460784,-0.738422325511765,-0.701753306756863,-0.754043952823529,-0.7083029996125,-0.750918692620833,-0.731336943686275,-0.722263176741176,-0.710831486198958,-0.733364893217647,-0.711471064647059,-0.737072287,-0.72929999454902,-0.657131651554902,-0.737710866921569,-0.750479631666667,-0.738619712,-0.655789046686274,-0.6381847027,-0.648127735215686,-0.713322554588235,-0.630602290476471,-0.728664222537255,-0.742189017979167,-0.743024251098039,-0.699010369168627,-0.686884136,-0.685258615109804,-0.729434621375,-0.670098948429167,-0.698602676333333,-0.7237897969375,-0.736018933764706,-0.629073107372549,-0.6154317966875,-0.642834583368627,-0.714636604058824,-0.663078261356863,-0.718523567392157,-0.719480430791667,-0.722616232843137,-0.636605980666667,-0.624342952083333,-0.655854753528627,-0.733655415625,-0.62633249556875,-0.742579904572549,-0.75602680755625,-0.769370354658824,-0.669436150705882,-0.669950642177083,-0.677196641552941
9,"STANDING",-0.630239321776222,-0.641689474417778,-0.620706967971111,-0.777651454715556,-0.793409395066667,-0.764589151866667,-0.641123831610444,-0.758925859933333,-0.657261180926667,-0.656732486313333,-0.627773867135556,-0.773541937711111,-0.779727577155556,-0.777403157044444,-0.653716714555556,-0.772805661822222,-0.661901103862222,-0.745517005555556,-0.657232628822222,-0.742813660133333,-0.609806628995556,-0.616692877913333,-0.637477415577778,-0.759861593422222,-0.755139287488889,-0.7494599568,-0.664350719133333,-0.7690972566,-0.757947591822222,-0.731810644577333,-0.741058538913333,-0.732173997133333,-0.744850724362222,-0.735565302488889,-0.699149283171111,-0.799546805853778,-0.763108978377778,-0.749740190688889,-0.749068636644444,-0.670509388888889,-0.677503841644444,-0.674187346408889,-0.648406001826667,-0.775748322933333,-0.715001825295556,-0.682797728953778,-0.689127886784444,-0.766640174888889,-0.769780603288889,-0.787289697922222,-0.672336107750889,-0.7827381522,-0.747102639888889,-0.710180471511111,-0.711401280044444,-0.758511579111111,-0.765447492022222,-0.766712828057778,-0.65889780614,-0.770858113393333,-0.763794091444444,-0.742939837533333,-0.744955435355556,-0.695828885066667,-0.716006636795556,-0.716024468906667
9,"WALKING",-0.317514618294118,-0.314816137001961,-0.305897468740741,-0.316029329588235,-0.311083616572549,-0.301759284495926,-0.333408835333333,-0.251813481198039,-0.280600025411765,-0.267420042647059,-0.29810597932037,-0.315971739470588,-0.308863112686275,-0.315852592725926,-0.309146126272549,-0.259406970954902,-0.308868534843137,-0.252531484350588,-0.279828705111111,-0.251925635292593,-0.304254808388235,-0.311094349490196,-0.321496130285185,-0.273830782860784,-0.29088013314902,-0.291869244666667,-0.279948807688235,-0.305725738098039,-0.241763529129412,-0.251231518481481,-0.265582357823529,-0.286641270333333,-0.291294474833333,-0.311421955337255,-0.265391746058824,-0.289581444590196,-0.266709814986274,-0.246542528358333,-0.244735740394118,-0.326853699417255,-0.323311926088889,-0.306855948313725,-0.286856091,-0.320213349925926,-0.231442487618412,-0.244887675988889,-0.258318349697255,-0.295673595793059,-0.298996407692593,-0.292811815692157,-0.268973251509804,-0.307101559337255,-0.258790690333333,-0.248882534722222,-0.261630118215686,-0.305736971987176,-0.298912253481481,-0.294919807272549,-0.270535924861296,-0.296741515277778,-0.240767395352941,-0.270196557418519,-0.26343913835451,-0.297919389490196,-0.303510657546296,-0.31355571572549
9,"WALKING_DOWNSTAIRS",-0.22078949652381,-0.212409696904762,-0.192903220135714,-0.158792223247619,-0.122788874235714,-0.11834248745,-0.227955128587143,-0.102131782702381,-0.215566469952381,-0.190277730389286,-0.211663803364286,-0.0806585790142857,-0.100913061904762,-0.0954685768333333,-0.211820688928571,-0.126981677590476,-0.176317528404762,-0.16820727227381,-0.199090260705476,-0.164120498861905,-0.190353272982381,-0.2099463145,-0.220877162292857,-0.11257869492619,-0.0902439650285714,-0.112695574854762,-0.202506185380952,-0.105660791214286,-0.216703992928571,-0.217809036190476,-0.180349465509524,-0.134319088735714,-0.111621501904762,-0.103617463172857,-0.228623909871429,-0.115473352204524,-0.175253280783333,-0.147976167069048,-0.14793082257381,-0.1959573365,-0.181531918904762,-0.169765814805714,-0.21961790197619,-0.0852182259666667,-0.229241067571429,-0.248136754142857,-0.243688510880952,-0.123835588464286,-0.11185806215,-0.135991478407143,-0.21349029852381,-0.0861070690952381,-0.169112771969048,-0.189726916404762,-0.20415218147619,-0.125818993785714,-0.133984650619048,-0.150988563338738,-0.186761618785714,-0.119313642010476,-0.143796809254762,-0.135599981285714,-0.193470899569048,-0.149367841619048,-0.121033262666667,-0.138892482254762
9,"WALKING_UPSTAIRS",-0.324538075217647,-0.363389142270833,-0.362478718895833,-0.382316262472549,-0.394569588166667,-0.384215588895833,-0.312524971529412,-0.348139984347059,-0.329342404827451,-0.328064736145833,-0.341689124241667,-0.378116130098039,-0.356877632194583,-0.364181415541667,-0.297793965625,-0.369458797083333,-0.324837028379412,-0.379142479182353,-0.303389828333333,-0.3864217022375,-0.29818402487451,-0.322133519529167,-0.317026704354167,-0.366920229768627,-0.40638847145,-0.345627380520833,-0.377322514686275,-0.386760986745098,-0.378824218291667,-0.388995977711042,-0.379239081621569,-0.325106239160417,-0.336767115497917,-0.365079736098039,-0.367796874229167,-0.35665798146125,-0.373645828020833,-0.373399352745417,-0.357164747960784,-0.310879117892729,-0.323433094849792,-0.336444299066667,-0.345012229145833,-0.396589874435417,-0.365113163,-0.3446159009375,-0.369670975598039,-0.3406098510625,-0.335330076083333,-0.345943809062745,-0.34300983244375,-0.381879899989583,-0.370676809154167,-0.3498445865,-0.334856949705882,-0.361171970777083,-0.357752049020833,-0.34693504345098,-0.3746077503125,-0.383964352483333,-0.324853251833333,-0.341862714479167,-0.367494084803922,-0.3145187795625,-0.310076454479167,-0.322682535372549
10,"LAYING",-0.73639893407193,-0.721172562963333,-0.721042096552632,-0.756807986982456,-0.74135787115,-0.746985716929825,-0.736688972470175,-0.756484117429825,-0.732366637714035,-0.7105974552,-0.726412729278947,-0.762012474140351,-0.73278380263,-0.751849506789474,-0.724605574683333,-0.73734270155,-0.761295226950877,-0.757332928319298,-0.752378727726316,-0.752005709103509,-0.731356269280702,-0.718127968616667,-0.728589051191228,-0.751879035175439,-0.741457822033333,-0.75017615955614,-0.760550646942105,-0.778225812264912,-0.758572994266667,-0.781755760307018,-0.783622553402982,-0.765844411086667,-0.774331440994737,-0.774509416947368,-0.730384327924,-0.74666464645,-0.7218602549145,-0.751016283673684,-0.762740978203509,-0.72301880407,-0.770099743550877,-0.781219145333333,-0.722338302229825,-0.755954202119298,-0.747232142033333,-0.751532819057895,-0.755206914605263,-0.750570348908333,-0.766377200150877,-0.769751947731228,-0.737186162528333,-0.738942660428333,-0.753553986136667,-0.761700780754386,-0.770277906438597,-0.740881709365,-0.752566278052632,-0.76974554732807,-0.749252488385965,-0.76369013182807,-0.754007342705,-0.783104891714737,-0.791348611631579,-0.743758302078333,-0.786856809769649,-0.791575878964912
10,"SITTING",-0.73867506937037,-0.739063139889444,-0.723111296292593,-0.753548527587037,-0.755117861735185,-0.749483919474074,-0.784483176487037,-0.754775254066667,-0.706348335800556,-0.71441608092963,-0.722371719460926,-0.749717104351852,-0.744958338166667,-0.744013118087037,-0.786975596659259,-0.756600815361111,-0.774120894384444,-0.734927794089444,-0.763885221294444,-0.722351144174074,-0.748809357048148,-0.746730284540741,-0.756902733983333,-0.756796499187037,-0.745424747777778,-0.732368486616667,-0.697656618822222,-0.755608905203704,-0.720460008924074,-0.68668504709463,-0.699027868112963,-0.774799030666667,-0.763800233746296,-0.772698527364815,-0.697348237287037,-0.757233669055556,-0.731151863966667,-0.701187737514815,-0.733776336105556,-0.781335622325926,-0.759204556111111,-0.780661798666667,-0.674983681618519,-0.734405805259259,-0.703315168416667,-0.686927632666667,-0.698960497035185,-0.758731610833333,-0.743431698222222,-0.760823440185185,-0.683965736381482,-0.747607921611111,-0.702133845885185,-0.672877334502037,-0.706279131906482,-0.768421011574074,-0.731581850611111,-0.755545456796296,-0.694878088344444,-0.750075752490741,-0.737315195074074,-0.700461961661111,-0.718139854609259,-0.765774486918519,-0.756665705946296,-0.778562636174074
10,"STANDING",-0.792169875466667,-0.795203887333333,-0.783491467466667,-0.653688592913333,-0.628929618680952,-0.629579126153333,-0.765729239933333,-0.614104183422222,-0.787236739313333,-0.792532825142857,-0.78233422894,-0.678760457688889,-0.652285521530952,-0.653192691844444,-0.769417516642857,-0.614253072504762,-0.767439286555556,-0.635114430755556,-0.765933848711111,-0.631213669266667,-0.788700722911111,-0.797310247604762,-0.766991055328889,-0.627676361922222,-0.605766760157143,-0.612123755595556,-0.788460734711111,-0.701491641148889,-0.714615607661905,-0.722667897624444,-0.718286888415556,-0.768678743214286,-0.752632227622222,-0.755055633177778,-0.7746568952,-0.70765745347619,-0.638541938585714,-0.647213158644444,-0.6568727528,-0.77318461652381,-0.764480996755556,-0.7618417592,-0.783267682755556,-0.674268277333333,-0.757270489892857,-0.760181528388889,-0.769615042579111,-0.719633354309524,-0.718547490548889,-0.724627626379333,-0.801291136152381,-0.685374861142857,-0.721834989111905,-0.742598283844444,-0.741886230573333,-0.743395970309524,-0.734708866177778,-0.734616136083333,-0.783486769488889,-0.6969765845,-0.654307599083333,-0.671437821242222,-0.677596359755556,-0.767214520857143,-0.7593198778,-0.761472520844444
10,"WALKING",-0.219225004294118,-0.23112810032963,-0.220996739159259,-0.203104476227451,-0.217923131592593,-0.214153684559259,-0.173809513945098,-0.218511657856863,-0.21603764202549,-0.219701895759259,-0.208811973401852,-0.194840614294118,-0.214273793759259,-0.186586419324074,-0.184275068977778,-0.234318344566667,-0.183760496386275,-0.233345227470588,-0.182395904907407,-0.207196303348148,-0.222211643576471,-0.209870836148148,-0.18151650372963,-0.22050459654902,-0.234752875685185,-0.23052515612963,-0.21762789484902,-0.213149561058824,-0.224452973035185,-0.241171522309259,-0.241290767231373,-0.176020542214815,-0.172256776059259,-0.167851720564706,-0.212516811274074,-0.192845703562963,-0.22642757162963,-0.215135218483333,-0.234322112911765,-0.188661899357407,-0.171076343214815,-0.178677107238627,-0.211832564518519,-0.185976451088889,-0.226435155126852,-0.221392217098148,-0.214324385213725,-0.208751713338333,-0.208940126716667,-0.198674985363922,-0.23631290567037,-0.200896107407407,-0.241938590759259,-0.227029687532778,-0.209554504916333,-0.192105659540741,-0.223036083018519,-0.198831835717647,-0.188798099935185,-0.181061275018519,-0.233733646201852,-0.206970956787037,-0.230352024435471,-0.166871239485185,-0.1675085945,-0.163880345294118
10,"WALKING_DOWNSTAIRS",-0.00395874623076923,-0.0456384945025641,-0.0729719785972222,-0.171128732871795,-0.177095240564103,-0.168253044333333,-0.0230116725128205,-0.169786694641026,-0.0378977613435897,-0.0293298948974359,-0.0341364320166667,-0.117697269410256,-0.145423343925641,-0.213636313444444,-0.0814779819487179,-0.161261170584615,-0.114203723948718,-0.0771807596692308,-0.149239996413889,-0.0970273261111111,-0.0572758011346154,-0.0976333389230769,-0.0746365039638889,-0.137431268982051,-0.16582319544359,-0.172514011475,-0.0174372916282051,-0.117067323512821,-0.0561129298205128,-0.09740963005,-0.0543861999333333,-0.105734247666667,-0.140649054985556,-0.120124172051282,-0.0836835135615385,-0.154433808350513,-0.120270783774615,-0.105656459347222,-0.0821976630333333,-0.132236334333333,-0.139288608194444,-0.0989395234102564,-0.0457764361083333,-0.167021399608333,-0.1312755049,-0.0771877016611111,-0.0816834832025641,-0.171279072384615,-0.147011769658333,-0.12520547334359,-0.0866221633589744,-0.141111811276923,-0.0704969925974359,-0.0777823291166667,-0.0832629942820513,-0.131999057307692,-0.145848619447222,-0.14262672656,-0.0419108572833333,-0.197887608722222,-0.0987735034528205,-0.107706487413889,-0.0709948139487179,-0.147200991305128,-0.159380774527778,-0.123513281825641
10,"WALKING_UPSTAIRS",-0.249729059079167,-0.240806506793333,-0.232879934747917,-0.184857632729167,-0.179715152222222,-0.168398383033333,-0.257978731483333,-0.196366491583333,-0.243309305774167,-0.249206056188889,-0.212072230541667,-0.20586094205625,-0.225358773831111,-0.187864363645833,-0.238199577488889,-0.161687000464444,-0.232942312125,-0.168732320477083,-0.2370377586875,-0.15932610688625,-0.238417285297917,-0.219915757248889,-0.24261025926875,-0.177697274172917,-0.157695778896444,-0.192153926702083,-0.216666838517917,-0.195592173416667,-0.191239590676667,-0.1846707215,-0.16598618963125,-0.248012699022222,-0.255516499939083,-0.2416223855375,-0.250876062086667,-0.200484377444444,-0.165288236384444,-0.21997664434375,-0.192833166145833,-0.220878060882222,-0.2466055109625,-0.2206474429375,-0.22694684275,-0.2103394204375,-0.221665711631111,-0.188078167747917,-0.213771914645833,-0.215879809115556,-0.222200316,-0.2618395007975,-0.21821204626,-0.233430196684444,-0.2105317244,-0.213763711547917,-0.200055142979167,-0.228152573666667,-0.234519653458333,-0.218193912381729,-0.2311977722875,-0.160799796520833,-0.217284178148889,-0.244213836561667,-0.2101103342575,-0.228628477888889,-0.25485343260575,-0.22505235875
11,"LAYING",-0.757198634192983,-0.746725547842105,-0.754639209894737,-0.70613433868421,-0.693804729515789,-0.705713164298246,-0.752096417094737,-0.727363551077544,-0.758824417719298,-0.744765704438596,-0.758978347508772,-0.704284530287719,-0.700286203550877,-0.709619694522807,-0.743369573371754,-0.730676564357895,-0.752564048410526,-0.74513826307193,-0.753036679919298,-0.744197361421053,-0.753032099675439,-0.747410000264912,-0.758926700701754,-0.706510572491228,-0.724300516426316,-0.732132187289474,-0.756009800396491,-0.697146910302105,-0.767957378098246,-0.775921728491228,-0.774461453768421,-0.730171324082456,-0.741792337480702,-0.741565900526316,-0.743117776203509,-0.695906343033158,-0.743070397824561,-0.760062336721228,-0.761823953666667,-0.743851935915789,-0.753477972910526,-0.753904112338596,-0.758686859596491,-0.707202889135088,-0.768290438670175,-0.77853879318421,-0.776783252484211,-0.696405995717544,-0.708345312757895,-0.699845764319298,-0.747597867964912,-0.69542372595614,-0.772712501205263,-0.776458520234737,-0.77358484694386,-0.714835232738597,-0.722267460126316,-0.71908774497193,-0.757707467591228,-0.707516007998246,-0.740386050807018,-0.753351630070175,-0.748996935035088,-0.721235663835088,-0.743829955540351,-0.74947012934386
